Site_ID,Sub_ID,Session,Series,Unique_ID,SNR,EFC,Smoothness_of_Voxels,FBER,GSR,mFD,PercentFD_greater_than_0.20,NumFD_greater_than_0.20,DVARS,Outliers,GCORR,Median_Distance_Index,
ABIDEII-IP_1,29624,session_1,rest_3,ABIDEII-IP_1_29624_session_1_rest_3,14.93563812,0.373070911,1.978765687,34.79553888,0.011295208,0.033410575,0,0,1.146264571,0.00158375,0.018086409,0.014972725,ABIDEII-IP_1_29624_session_1_rest_3
ABIDEII-IP_1,29625,session_1,rest_1,ABIDEII-IP_1_29625_session_1_rest_1,13.51090237,0.425019455,1.647492853,37.42285318,0.016196767,0.036573269,0,0,1.110246398,0.00306775,0.007962715,0.018747568,ABIDEII-IP_1_29625_session_1_rest_1
ABIDEII-IP_1,29625,session_1,rest_3,ABIDEII-IP_1_29625_session_1_rest_3,13.32468671,0.427460126,1.652478942,35.72509464,0.016418913,0.082389193,5.814,5,1.267090606,0.002954625,0.018582411,0.017491335,ABIDEII-IP_1_29625_session_1_rest_3
ABIDEII-IP_1,29625,session_1,rest_2,ABIDEII-IP_1_29625_session_1_rest_2,13.61789751,0.426402576,1.656874325,37.52252934,0.015368165,0.060783576,1.1628,1,1.212809793,0.002749125,0.013555634,0.017322005,ABIDEII-IP_1_29625_session_1_rest_2
ABIDEII-IP_1,29626,session_1,rest_1,ABIDEII-IP_1_29626_session_1_rest_1,13.03568519,0.439950742,1.68550237,33.33229332,-0.000790327,0.780356171,70.9302,61,1.268099587,0.019725,0.071050396,0.022621315,ABIDEII-IP_1_29626_session_1_rest_1
ABIDEII-IP_1,29626,session_1,rest_2,ABIDEII-IP_1_29626_session_1_rest_2,13.20645456,0.446577119,1.696234411,33.52756259,0.004643943,0.958433253,59.3023,51,1.317084526,0.05233,0.10164426,0.030570398,ABIDEII-IP_1_29626_session_1_rest_2
ABIDEII-IP_1,29626,session_1,rest_3,ABIDEII-IP_1_29626_session_1_rest_3,12.97787358,0.452986773,1.72005863,31.83744091,0.011029044,1.659554169,97.6744,84,1.147420224,0.0134855,0.047435727,0.033102924,ABIDEII-IP_1_29626_session_1_rest_3
ABIDEII-IP_1,29627,session_1,rest_1,ABIDEII-IP_1_29627_session_1_rest_1,11.57831772,0.475216956,1.650623696,29.88133447,0.030275248,0.028438397,0,0,1.140369301,0.00213475,0.015426362,0.013947516,ABIDEII-IP_1_29627_session_1_rest_1
ABIDEII-IP_1,29627,session_1,rest_2,ABIDEII-IP_1_29627_session_1_rest_2,11.56313407,0.477349882,1.646445799,29.65184132,0.03040749,0.019373879,0,0,1.109345076,0.00143675,0.015172296,0.013129626,ABIDEII-IP_1_29627_session_1_rest_2
ABIDEII-IP_1,29627,session_1,rest_3,ABIDEII-IP_1_29627_session_1_rest_3,11.4222085,0.478625501,1.637633552,28.79753109,0.030860312,0.030827292,2.3256,2,1.156467522,0.002224875,0.030356374,0.0133609,ABIDEII-IP_1_29627_session_1_rest_3
ABIDEII-IP_1,29628,session_1,rest_1,ABIDEII-IP_1_29628_session_1_rest_1,14.65254459,0.37086024,2.19002348,32.22476649,0.012247016,0.664820741,32.5581,28,0.796453094,0.028405,0.034258254,0.011743867,ABIDEII-IP_1_29628_session_1_rest_1
ABIDEII-IP_1,29628,session_1,rest_2,ABIDEII-IP_1_29628_session_1_rest_2,14.23081228,0.369824665,2.112305468,30.70471804,0.014160387,0.125518658,6.9767,6,1.133606252,0.014723125,0.030878136,0.01860479,ABIDEII-IP_1_29628_session_1_rest_2
ABIDEII-IP_1,29628,session_1,rest_3,ABIDEII-IP_1_29628_session_1_rest_3,14.60231055,0.371958622,2.313883623,32.47047061,0.018222084,0.439460114,22.093,19,0.59570963,0.061257,0.135537312,0.030433181,ABIDEII-IP_1_29628_session_1_rest_3
ABIDEII-IP_1,29629,session_1,rest_1,ABIDEII-IP_1_29629_session_1_rest_1,13.70027563,0.436651189,1.647347967,39.84861545,0.013518469,0.110421657,12.7907,11,1.252835111,0.0100465,0.03592958,0.02172224,ABIDEII-IP_1_29629_session_1_rest_1
ABIDEII-IP_1,29629,session_1,rest_2,ABIDEII-IP_1_29629_session_1_rest_2,13.59718604,0.43905203,1.652895226,39.13359549,0.013487807,0.136643347,23.2558,20,1.220569042,0.020075,0.014686897,0.025671154,ABIDEII-IP_1_29629_session_1_rest_2
ABIDEII-IP_1,29629,session_1,rest_3,ABIDEII-IP_1_29629_session_1_rest_3,12.95667275,0.440741094,1.617305237,35.8919855,0.014424831,0.080558978,6.9767,6,1.194262568,0.0107975,0.015409641,0.023593666,ABIDEII-IP_1_29629_session_1_rest_3
ABIDEII-IP_1,29630,session_1,rest_1,ABIDEII-IP_1_29630_session_1_rest_1,16.11258203,0.406661709,1.749827155,50.29232321,0.003480396,0.339794132,37.2093,32,1.098203003,0.01331125,0.040335389,0.025899639,ABIDEII-IP_1_29630_session_1_rest_1
ABIDEII-IP_1,29630,session_1,rest_2,ABIDEII-IP_1_29630_session_1_rest_2,15.97657635,0.409527816,1.720528178,49.18473571,0.003034206,0.265293906,38.3721,33,1.272186238,0.011642125,0.016699112,0.028770388,ABIDEII-IP_1_29630_session_1_rest_2
ABIDEII-IP_1,29630,session_1,rest_3,ABIDEII-IP_1_29630_session_1_rest_3,15.73947003,0.40980297,1.693801454,47.93413828,0.002143199,0.126376269,14,7,1.392825172,0.018897727,0.007528555,0.026287941,ABIDEII-IP_1_29630_session_1_rest_3
ABIDEII-IP_1,29631,session_1,rest_1,ABIDEII-IP_1_29631_session_1_rest_1,14.18889103,0.419404874,1.673218064,40.53505989,0.016750291,0.026621403,0,0,1.169426785,0.00152675,0.016517469,0.023172434,ABIDEII-IP_1_29631_session_1_rest_1
ABIDEII-IP_1,29631,session_1,rest_3,ABIDEII-IP_1_29631_session_1_rest_3,13.73948679,0.423391424,1.658716252,37.83179506,0.016822293,0.023194237,0,0,1.177753471,0.0014175,0.015554244,0.023118221,ABIDEII-IP_1_29631_session_1_rest_3
ABIDEII-IP_1,29631,session_1,rest_2,ABIDEII-IP_1_29631_session_1_rest_2,14.04698567,0.422223224,1.669241544,39.54138978,0.016769558,0.026501202,0,0,1.152437409,0.001214,0.019005155,0.023659264,ABIDEII-IP_1_29631_session_1_rest_2
ABIDEII-IP_1,29632,session_1,rest_1,ABIDEII-IP_1_29632_session_1_rest_1,14.7854564,0.40704986,1.661073809,41.42739802,0.013529244,0.081015425,2.3256,2,1.185294297,0.001796625,0.013366827,0.047402426,ABIDEII-IP_1_29632_session_1_rest_1
ABIDEII-IP_1,29632,session_1,rest_2,ABIDEII-IP_1_29632_session_1_rest_2,14.76501067,0.411424046,1.664483789,40.90650428,0.018598026,0.120107533,15.1163,13,1.23607266,0.006556,0.016498122,0.056362159,ABIDEII-IP_1_29632_session_1_rest_2
ABIDEII-IP_1,29632,session_1,rest_3,ABIDEII-IP_1_29632_session_1_rest_3,16.73309562,0.410571746,1.673451768,51.55458672,0.010991221,0.177818307,18.6047,16,1.294417218,0.014847,0.061231135,0.058097734,ABIDEII-IP_1_29632_session_1_rest_3
ABIDEII-IP_1,29633,session_1,rest_1,ABIDEII-IP_1_29633_session_1_rest_1,11.55741098,0.442497887,1.701976915,28.26965942,0.017976262,0.083177236,3.4884,3,1.302244018,0.002835625,0.011574434,0.016270334,ABIDEII-IP_1_29633_session_1_rest_1
ABIDEII-IP_1,29633,session_1,rest_2,ABIDEII-IP_1_29633_session_1_rest_2,11.92082999,0.43978046,1.685735751,30.02707461,0.021294087,0.066899291,2.3256,2,1.241578565,0.003539,0.014944097,0.020029148,ABIDEII-IP_1_29633_session_1_rest_2
ABIDEII-IP_1,29633,session_1,rest_3,ABIDEII-IP_1_29633_session_1_rest_3,11.50808265,0.447292101,1.684983405,27.53822545,0.018298978,0.147612358,20.9302,18,1.266840878,0.004251875,0.0100759,0.01637445,ABIDEII-IP_1_29633_session_1_rest_3
ABIDEII-IP_1,29634,session_1,rest_1,ABIDEII-IP_1_29634_session_1_rest_1,14.11382956,0.42519423,1.594984431,40.52185178,0.010279401,0.078451503,1.1628,1,1.295642205,0.003347375,0.005318624,0.02548556,ABIDEII-IP_1_29634_session_1_rest_1
ABIDEII-IP_1,29634,session_1,rest_2,ABIDEII-IP_1_29634_session_1_rest_2,14.18405543,0.427438237,1.603316058,40.37885393,0.008563782,0.081232616,4.6512,4,1.338153593,0.003450125,0.019098911,0.029928335,ABIDEII-IP_1_29634_session_1_rest_2
ABIDEII-IP_1,29634,session_1,rest_3,ABIDEII-IP_1_29634_session_1_rest_3,13.84981663,0.428222636,1.598509866,38.32788587,0.009235068,0.086912512,3.4884,3,1.298498563,0.00247375,0.00485275,0.026895495,ABIDEII-IP_1_29634_session_1_rest_3
ABIDEII-IP_1,29635,session_1,rest_1,ABIDEII-IP_1_29635_session_1_rest_1,10.64687407,0.45346606,1.690050368,25.84625927,0.025278304,0.020049198,0,0,1.091520879,0.001237125,0.015658215,0.017677191,ABIDEII-IP_1_29635_session_1_rest_1
ABIDEII-IP_1,29635,session_1,rest_2,ABIDEII-IP_1_29635_session_1_rest_2,10.63107775,0.456656336,1.684664211,25.65132023,0.024518766,0.022034361,0,0,1.084099046,0.00143075,0.0142312,0.016753354,ABIDEII-IP_1_29635_session_1_rest_2
ABIDEII-IP_1,29635,session_1,rest_3,ABIDEII-IP_1_29635_session_1_rest_3,10.48583999,0.458582182,1.672197648,24.92444601,0.024595821,0.021560537,0,0,1.084555215,0.001145875,0.012564315,0.015354848,ABIDEII-IP_1_29635_session_1_rest_3
ABIDEII-IU_1,29538,session_1,rest_1,ABIDEII-IU_1_29538_session_1_rest_1,7.876252891,0.518242901,3.177239589,14.92441261,0.076710224,0.144934122,26.2673,114,1.17116297,0.000814299,0.041434271,0.009303863,ABIDEII-IU_1_29538_session_1_rest_1
ABIDEII-IU_1,29539,session_1,rest_1,ABIDEII-IU_1_29539_session_1_rest_1,7.417036487,0.516681001,2.459484001,9.846789958,0.088024765,0.146985354,24.6544,107,1.138802876,0.001048645,0.015479386,0.014788001,ABIDEII-IU_1_29539_session_1_rest_1
ABIDEII-IU_1,29540,session_1,rest_1,ABIDEII-IU_1_29540_session_1_rest_1,10.5829726,0.445289791,2.646791617,20.48462872,0.047665864,0.064467842,3.2258,14,1.239454556,0.003870981,0.110858015,0.033138682,ABIDEII-IU_1_29540_session_1_rest_1
ABIDEII-IU_1,29541,session_1,rest_1,ABIDEII-IU_1_29541_session_1_rest_1,6.881101858,0.533305623,2.640639709,12.30910162,0.075590804,0.0409655,0,0,1.129728633,0.003081262,0.015096365,0.012008396,ABIDEII-IU_1_29541_session_1_rest_1
ABIDEII-IU_1,29542,session_1,rest_1,ABIDEII-IU_1_29542_session_1_rest_1,9.018712658,0.481995829,2.655556697,15.29924431,0.057044901,0.101393423,2.9954,13,1.117510858,0.000500374,0.02635585,0.017221368,ABIDEII-IU_1_29542_session_1_rest_1
ABIDEII-IU_1,29543,session_1,rest_1,ABIDEII-IU_1_29543_session_1_rest_1,7.86158443,0.490971833,2.675446015,10.67694698,0.068568923,0.078448206,4.8387,21,1.10576826,0.004081075,0.045466305,0.017321368,ABIDEII-IU_1_29543_session_1_rest_1
ABIDEII-IU_1,29544,session_1,rest_1,ABIDEII-IU_1_29544_session_1_rest_1,9.151011937,0.491186913,2.621293465,15.51074618,0.070493534,0.18784218,42.6267,185,1.194627308,0.001861939,0.030977278,0.017348726,ABIDEII-IU_1_29544_session_1_rest_1
ABIDEII-IU_1,29545,session_1,rest_1,ABIDEII-IU_1_29545_session_1_rest_1,7.315041724,0.532598913,2.617305091,13.29318065,0.068064123,0.049707898,0.6912,3,1.046366511,0.001063224,0.070114132,0.011357296,ABIDEII-IU_1_29545_session_1_rest_1
ABIDEII-IU_1,29546,session_1,rest_1,ABIDEII-IU_1_29546_session_1_rest_1,7.621777861,0.539265831,2.950346043,15.88569327,0.07661768,0.061648206,0.9217,4,1.195988495,0.001007687,0.031259643,0.010423659,ABIDEII-IU_1_29546_session_1_rest_1
ABIDEII-IU_1,29547,session_1,rest_1,ABIDEII-IU_1_29547_session_1_rest_1,5.963962473,0.56873847,2.94841901,10.44127642,0.118097246,0.045822943,0.2304,1,1.114128147,0.001433364,0.02701374,0.006794676,ABIDEII-IU_1_29547_session_1_rest_1
ABIDEII-IU_1,29548,session_1,rest_1,ABIDEII-IU_1_29548_session_1_rest_1,8.382391516,0.514702419,2.48073392,15.69445998,0.050974008,0.037788526,0,0,1.052131114,0.000731636,0.024048185,0.013474842,ABIDEII-IU_1_29548_session_1_rest_1
ABIDEII-IU_1,29549,session_1,rest_1,ABIDEII-IU_1_29549_session_1_rest_1,8.101076937,0.498497555,2.956477512,13.34554356,0.071718067,0.087268765,0,0,1.048267854,0.000436075,0.026628787,0.014282568,ABIDEII-IU_1_29549_session_1_rest_1
ABIDEII-IU_1,29550,session_1,rest_1,ABIDEII-IU_1_29550_session_1_rest_1,8.114256373,0.501923686,2.900249022,15.06170801,0.084271714,0.084018941,0.6912,3,1.14203971,0.000958645,0.026837152,0.015212802,ABIDEII-IU_1_29550_session_1_rest_1
ABIDEII-IU_1,29551,session_1,rest_1,ABIDEII-IU_1_29551_session_1_rest_1,9.672134394,0.490641866,2.731659905,20.81097684,0.057981446,0.054860773,0.2304,1,1.096281077,0.000420794,0.021717024,0.01676148,ABIDEII-IU_1_29551_session_1_rest_1
ABIDEII-IU_1,29552,session_1,rest_1,ABIDEII-IU_1_29552_session_1_rest_1,9.502820084,0.472665395,3.113063548,17.78076439,0.047762405,0.104917553,1.8433,8,1.151659494,0.000951449,0.039913687,0.022561259,ABIDEII-IU_1_29552_session_1_rest_1
ABIDEII-IU_1,29553,session_1,rest_1,ABIDEII-IU_1_29553_session_1_rest_1,8.423352578,0.51355974,3.090931865,17.51608637,0.094269238,0.156891978,28.8018,125,1.276488307,0.003514696,0.012913599,0.013298315,ABIDEII-IU_1_29553_session_1_rest_1
ABIDEII-IU_1,29554,session_1,rest_1,ABIDEII-IU_1_29554_session_1_rest_1,7.326456741,0.525470343,3.006989136,14.36083704,0.092507429,0.083109256,1.6129,7,1.118291223,0.001300981,0.050872504,0.008778048,ABIDEII-IU_1_29554_session_1_rest_1
ABIDEII-IU_1,29555,session_1,rest_1,ABIDEII-IU_1_29555_session_1_rest_1,10.45811143,0.446059779,2.410718385,16.55236571,0.045670751,0.049216027,0,0,0.916531059,0.000220771,0.020377715,0.02965801,ABIDEII-IU_1_29555_session_1_rest_1
ABIDEII-IU_1,29556,session_1,rest_1,ABIDEII-IU_1_29556_session_1_rest_1,8.411361102,0.495611148,2.605991071,14.13035003,0.071901821,0.063941301,0,0,1.113781776,0.00069035,0.039218221,0.022356591,ABIDEII-IU_1_29556_session_1_rest_1
ABIDEII-IU_1,29557,session_1,rest_1,ABIDEII-IU_1_29557_session_1_rest_1,6.746126474,0.543880538,3.087661749,12.82253804,0.09599486,0.041080696,0,0,1.125178267,0.001372336,0.032936682,0.009690339,ABIDEII-IU_1_29557_session_1_rest_1
ABIDEII-IU_1,29558,session_1,rest_1,ABIDEII-IU_1_29558_session_1_rest_1,7.82303061,0.535746735,2.852335972,17.79880582,0.087840252,0.102747002,8.7558,38,1.198615416,0.004551449,0.040505693,0.011202097,ABIDEII-IU_1_29558_session_1_rest_1
ABIDEII-IU_1,29559,session_1,rest_1,ABIDEII-IU_1_29559_session_1_rest_1,6.653253903,0.54054786,2.648309885,9.217725648,0.095176771,0.09962257,3.2258,14,1.091430989,0.002080514,0.0523212,0.013168014,ABIDEII-IU_1_29559_session_1_rest_1
ABIDEII-IU_1,29560,session_1,rest_1,ABIDEII-IU_1_29560_session_1_rest_1,11.28768931,0.456354774,2.818020185,24.66348768,0.042013034,0.061329308,0,0,1.086559473,0.000447009,0.035898249,0.027677072,ABIDEII-IU_1_29560_session_1_rest_1
ABIDEII-IU_1,29561,session_1,rest_1,ABIDEII-IU_1_29561_session_1_rest_1,7.642878142,0.534840131,2.60853417,14.21363639,0.089397237,0.162119666,21.1982,92,1.170451554,0.00444972,0.023031482,0.01420021,ABIDEII-IU_1_29561_session_1_rest_1
ABIDEII-IU_1,29562,session_1,rest_1,ABIDEII-IU_1_29562_session_1_rest_1,11.54632073,0.440966283,2.924418689,23.66189407,0.04263363,0.052378205,0,0,1.011114181,0.001147453,0.024358287,0.032501431,ABIDEII-IU_1_29562_session_1_rest_1
ABIDEII-IU_1,29563,session_1,rest_1,ABIDEII-IU_1_29563_session_1_rest_1,10.51012371,0.471097684,2.775896994,21.30887028,0.053525154,0.065356021,0,0,1.173184355,0.000498014,0.02869924,0.020734159,ABIDEII-IU_1_29563_session_1_rest_1
ABIDEII-IU_1,29564,session_1,rest_1,ABIDEII-IU_1_29564_session_1_rest_1,9.132225912,0.480100983,3.412191638,19.52211562,0.059981588,0.042043099,0,0,1.065982174,0.000653738,0.049713245,0.013521614,ABIDEII-IU_1_29564_session_1_rest_1
ABIDEII-IU_1,29565,session_1,rest_1,ABIDEII-IU_1_29565_session_1_rest_1,9.992435546,0.481194787,2.923338382,21.03313841,0.0590472,0.071914985,0.2304,1,1.087402165,0.00144014,0.017679127,0.022552546,ABIDEII-IU_1_29565_session_1_rest_1
ABIDEII-IU_1,29566,session_1,rest_1,ABIDEII-IU_1_29566_session_1_rest_1,8.486762486,0.500546886,3.387198603,19.0512779,0.063493602,0.060932262,1.6129,7,1.080821346,0.00113778,0.0460633,0.014727213,ABIDEII-IU_1_29566_session_1_rest_1
ABIDEII-IU_1,29567,session_1,rest_1,ABIDEII-IU_1_29567_session_1_rest_1,8.006776208,0.500921432,2.496579388,13.35894192,0.061355863,0.032835307,0,0,1.078310892,0.000429556,0.026413646,0.01538096,ABIDEII-IU_1_29567_session_1_rest_1
ABIDEII-IU_1,29568,session_1,rest_1,ABIDEII-IU_1_29568_session_1_rest_1,8.168017668,0.51915678,2.540217928,14.51359524,0.051721107,0.050505106,0,0,1.217877659,0.000926262,0.016311344,0.012649694,ABIDEII-IU_1_29568_session_1_rest_1
ABIDEII-IU_1,29569,session_1,rest_1,ABIDEII-IU_1_29569_session_1_rest_1,8.27914933,0.486160504,2.999164005,14.00266413,0.074302122,0.044124372,0.2304,1,1.23587309,0.001048061,0.042295534,0.029417326,ABIDEII-IU_1_29569_session_1_rest_1
ABIDEII-IU_1,29570,session_1,rest_1,ABIDEII-IU_1_29570_session_1_rest_1,9.050886998,0.491940447,2.844601562,18.63834091,0.057875998,0.064532753,0.2304,1,1.197274327,0.001743715,0.020045973,0.020306654,ABIDEII-IU_1_29570_session_1_rest_1
ABIDEII-IU_1,29571,session_1,rest_1,ABIDEII-IU_1_29571_session_1_rest_1,9.258448724,0.480239601,2.699326626,16.78268375,0.06096201,0.04895976,0,0,1.004325704,0.000463481,0.018967539,0.025774603,ABIDEII-IU_1_29571_session_1_rest_1
ABIDEII-IU_1,29572,session_1,rest_1,ABIDEII-IU_1_29572_session_1_rest_1,7.537437248,0.499732173,2.663743668,11.76912111,0.064855419,0.04608825,1.1521,5,1.068634682,0.001455935,0.031618359,0.019502769,ABIDEII-IU_1_29572_session_1_rest_1
ABIDEII-IU_1,29573,session_1,rest_1,ABIDEII-IU_1_29573_session_1_rest_1,8.103845364,0.51116555,3.161093388,16.74622378,0.078431398,0.058130773,0,0,1.134441499,0.001746659,0.010472686,0.013741893,ABIDEII-IU_1_29573_session_1_rest_1
ABIDEII-IU_1,29574,session_1,rest_1,ABIDEII-IU_1_29574_session_1_rest_1,7.532568397,0.502597292,2.614318189,12.7669744,0.085743599,0.048019662,0,0,1.077502669,0.000474252,0.038265868,0.019433084,ABIDEII-IU_1_29574_session_1_rest_1
ABIDEII-IU_1,29575,session_1,rest_1,ABIDEII-IU_1_29575_session_1_rest_1,6.933588193,0.51287134,2.850806025,11.82347434,0.086921781,0.040228131,0.2304,1,1.039737737,0.000790491,0.032309496,0.013546025,ABIDEII-IU_1_29575_session_1_rest_1
ABIDEII-IU_1,29576,session_1,rest_1,ABIDEII-IU_1_29576_session_1_rest_1,7.061527921,0.556418313,2.830183851,11.83538989,0.072240695,0.28230093,60.1382,261,1.192512627,0.004633294,0.013149557,0.013075787,ABIDEII-IU_1_29576_session_1_rest_1
ABIDEII-IU_1,29577,session_1,rest_1,ABIDEII-IU_1_29577_session_1_rest_1,8.634317414,0.491965397,2.706765953,16.06634688,0.053329736,0.079212357,0.9217,4,1.033677829,0.000715023,0.019317107,0.019818394,ABIDEII-IU_1_29577_session_1_rest_1
ABIDEII-KKI_1,29273,session_1,rest_1,ABIDEII-KKI_1_29273_session_1_rest_1,16.28278266,0.387723236,2.553423392,44.44474593,0.00648624,0.126882514,11.6279,15,1.045771387,0.008355854,0.012462118,0.076349782,ABIDEII-KKI_1_29273_session_1_rest_1
ABIDEII-KKI_1,29274,session_1,rest_1,ABIDEII-KKI_1_29274_session_1_rest_1,16.3961192,0.378797629,2.705104598,45.40952196,0.011040822,0.107950631,8.8,11,0.974777749,0.004656807,0.018430554,0.089817477,ABIDEII-KKI_1_29274_session_1_rest_1
ABIDEII-KKI_1,29275,session_1,rest_1,ABIDEII-KKI_1_29275_session_1_rest_1,16.31115132,0.364443551,2.656591686,41.81549254,0.00678847,0.049990557,1.5504,2,1.048930038,0.001333008,0.017902638,0.09568948,ABIDEII-KKI_1_29275_session_1_rest_1
ABIDEII-KKI_1,29276,session_1,rest_1,ABIDEII-KKI_1_29276_session_1_rest_1,15.9053088,0.380932404,2.753044693,40.57651676,0.01184487,0.143623955,24.8062,32,1.112464715,0.002445854,0.017325301,0.078607389,ABIDEII-KKI_1_29276_session_1_rest_1
ABIDEII-KKI_1,29277,session_1,rest_1,ABIDEII-KKI_1_29277_session_1_rest_1,13.31117099,0.388675598,2.621109459,31.65870068,0.012400976,0.049405545,1.5504,2,0.892230696,0.002694472,0.01134614,0.093894742,ABIDEII-KKI_1_29277_session_1_rest_1
ABIDEII-KKI_1,29278,session_1,rest_1,ABIDEII-KKI_1_29278_session_1_rest_1,13.15677367,0.381409171,2.647386986,25.91826674,0.014690191,0.231241178,26.3566,34,0.861411529,0.018096829,0.004070018,0.077730507,ABIDEII-KKI_1_29278_session_1_rest_1
ABIDEII-KKI_1,29279,session_1,rest_1,ABIDEII-KKI_1_29279_session_1_rest_1,14.39427336,0.387695569,2.757068822,34.48640854,0.013693082,4.252277339,49.6124,64,0.398462138,0.280252033,0.356843485,0.21009757,ABIDEII-KKI_1_29279_session_1_rest_1
ABIDEII-KKI_1,29280,session_1,rest_1,ABIDEII-KKI_1_29280_session_1_rest_1,12.83787707,0.392464466,2.853673138,31.49775124,0.015844617,0.457895256,55.814,72,1.095363008,0.011523333,0.027331933,0.092207365,ABIDEII-KKI_1_29280_session_1_rest_1
ABIDEII-KKI_1,29281,session_1,rest_1,ABIDEII-KKI_1_29281_session_1_rest_1,13.75243046,0.375574587,2.751679299,32.35804863,0.01459395,0.123708871,13.1783,17,1.21470007,0.014813496,0.006874788,0.094092125,ABIDEII-KKI_1_29281_session_1_rest_1
ABIDEII-KKI_1,29282,session_1,rest_1,ABIDEII-KKI_1_29282_session_1_rest_1,7.754605598,0.596176115,4.365297423,8.149542107,0.034845479,53.70057462,22.4806,29,4.780009346,0.255707748,0.068595318,0.881238927,ABIDEII-KKI_1_29282_session_1_rest_1
ABIDEII-KKI_1,29283,session_1,rest_1,ABIDEII-KKI_1_29283_session_1_rest_1,15.55935614,0.395795259,2.78058674,48.03569795,0.013617751,0.077070177,6.2016,8,1.166892739,0.008002602,0.010506551,0.090878798,ABIDEII-KKI_1_29283_session_1_rest_1
ABIDEII-KKI_1,29284,session_1,rest_1,ABIDEII-KKI_1_29284_session_1_rest_1,12.00683024,0.371452231,2.45164571,23.22729844,0.015769742,0.155987342,20.9302,27,1.029960397,0.005017317,0.006402592,0.12656222,ABIDEII-KKI_1_29284_session_1_rest_1
ABIDEII-KKI_1,29285,session_1,rest_1,ABIDEII-KKI_1_29285_session_1_rest_1,17.02877979,0.375445799,2.687084281,48.9161004,0.006301005,0.158579443,24.8062,32,1.123180311,0.004836829,0.006512085,0.100621136,ABIDEII-KKI_1_29285_session_1_rest_1
ABIDEII-KKI_1,29286,session_1,rest_1,ABIDEII-KKI_1_29286_session_1_rest_1,13.32440995,0.396895787,2.78095781,32.34487626,0.015751852,0.076166579,3.8217,6,1.090427911,0.002790596,0.016623604,0.078252765,ABIDEII-KKI_1_29286_session_1_rest_1
ABIDEII-KKI_1,29287,session_1,rest_1,ABIDEII-KKI_1_29287_session_1_rest_1,16.03404246,0.361908807,2.669013528,41.72171867,0.004610228,0.144521769,17.8344,28,1.120041949,0.01068351,0.007024191,0.105871477,ABIDEII-KKI_1_29287_session_1_rest_1
ABIDEII-KKI_1,29288,session_1,rest_1,ABIDEII-KKI_1_29288_session_1_rest_1,12.30583717,0.41607318,2.463880215,32.51653523,0.01841042,0.162215217,27.3885,43,1.007820644,0.009257881,0.028315238,0.094903007,ABIDEII-KKI_1_29288_session_1_rest_1
ABIDEII-KKI_1,29289,session_1,rest_1,ABIDEII-KKI_1_29289_session_1_rest_1,14.62188505,0.37136703,2.653151182,36.0480885,0.017589822,0.071057952,2.5478,4,1.054588903,0.00153053,0.027083206,0.104113629,ABIDEII-KKI_1_29289_session_1_rest_1
ABIDEII-KKI_1,29290,session_1,rest_1,ABIDEII-KKI_1_29290_session_1_rest_1,12.56843919,0.381908802,2.665641343,25.90610143,0.013496669,0.222360165,28.6624,45,1.219767254,0.010911589,0.032443815,0.083898808,ABIDEII-KKI_1_29290_session_1_rest_1
ABIDEII-KKI_1,29291,session_1,rest_1,ABIDEII-KKI_1_29291_session_1_rest_1,15.83868539,0.375005988,2.631651127,42.6184794,0.008129182,0.172592541,24.8408,39,0.927111808,0.005102252,0.013063336,0.092545248,ABIDEII-KKI_1_29291_session_1_rest_1
ABIDEII-KKI_1,29292,session_1,rest_1,ABIDEII-KKI_1_29292_session_1_rest_1,17.13092666,0.353651234,2.845954988,43.60386514,0.005305334,0.174382783,21.6561,34,0.907130856,0.026991192,0.017445168,0.106882689,ABIDEII-KKI_1_29292_session_1_rest_1
ABIDEII-KKI_1,29293,session_1,rest_1,ABIDEII-KKI_1_29293_session_1_rest_1,14.79389852,0.360472648,2.615606101,33.73665305,0.008063484,0.149767197,14.0127,22,1.089972979,0.008228278,0.008536555,0.100616606,ABIDEII-KKI_1_29293_session_1_rest_1
ABIDEII-KKI_1,29294,session_1,rest_1,ABIDEII-KKI_1_29294_session_1_rest_1,15.21163069,0.374051369,2.46519157,40.85700396,0.017407497,0.273258339,55.8282,91,1.167348863,0.004735987,0.024400717,0.098756933,ABIDEII-KKI_1_29294_session_1_rest_1
ABIDEII-KKI_1,29295,session_1,rest_1,ABIDEII-KKI_1_29295_session_1_rest_1,14.20574666,0.37986686,2.696778938,35.49014132,0.014570558,0.216260917,24.8062,32,1.137267958,0.035275366,0.004323139,0.087899128,ABIDEII-KKI_1_29295_session_1_rest_1
ABIDEII-KKI_1,29296,session_1,rest_1,ABIDEII-KKI_1_29296_session_1_rest_1,15.12074373,0.371348452,2.857805346,34.28490659,0.017371161,0.104055177,7.7519,10,1.048166513,0.003799593,0.026634235,0.080169453,ABIDEII-KKI_1_29296_session_1_rest_1
ABIDEII-KKI_1,29297,session_1,rest_1,ABIDEII-KKI_1_29297_session_1_rest_1,17.63718928,0.354144606,2.651764172,43.10812893,0.007340181,0.036190012,0,0,0.992843084,0.000950976,0.006677896,0.101619615,ABIDEII-KKI_1_29297_session_1_rest_1
ABIDEII-KKI_1,29298,session_1,rest_1,ABIDEII-KKI_1_29298_session_1_rest_1,13.35094967,0.378619509,2.583472864,27.52036611,0.017698996,0.029541227,0.7752,1,1.048560647,0.00153626,0.00986902,0.070441258,ABIDEII-KKI_1_29298_session_1_rest_1
